Downtime_Minutes,Users_Affected,Transactions,Financial_Loss_INR,Data_Risk_Transactions_Lost
6.99,10615,757,25939,451
0.81,14805,1382,36556,697
6.01,36429,5494,101063,2569
26.24,10707,715,31710,461
16.42,30106,2551,76292,1459
66.96,13118,2615,66704,2344
51.02,9916,504,40573,313
12.55,20594,1499,50905,745
9.01,21337,3767,62861,2567
14.33,6931,451,18828,147
26.77,41063,2260,100351,828
9.36,30641,2089,73159,1458
29.36,3547,546,17777,204
15.8,46548,9261,142540,6975
24.09,5684,787,21215,265
17.19,27256,1871,67429,1228
10.46,36659,2843,89225,2010
88.96,21565,2817,99166,2162
43.27,42220,6643,131885,5523
4.53,17317,2587,48050,1260
60.86,47566,6478,151258,4738
20.05,10290,2036,35248,709
67.49,5435,433,40754,345
48.26,6360,482,31893,402
16.61,25878,4628,78281,3467
0.68,15705,1470,38788,689
9.39,18659,1863,48071,628
23.4,42441,5614,118612,3104
30.11,20657,2214,60645,1023
8.95,35656,3321,89255,2052
4.5,43881,8231,129394,4414
54.04,45237,3139,126032,1197
124.82,25017,2767,133594,2219
22.38,26037,1313,63931,1075
5.65,31638,5413,91012,4264
9.54,6821,513,17679,218
0.56,20675,3430,58520,1910
73.71,7412,535,49138,215
3.76,47780,5375,122799,3757
25.78,4716,750,19725,587
9.61,33863,3068,84555,1990
24.24,33224,3225,88538,2024
31.62,24861,3731,77265,2719
53.11,1793,140,23640,51
6.94,2690,518,8883,232
0.33,30970,2425,74074,1183
4.42,9634,1565,27557,969
69.08,8021,1366,51581,1209
62.12,1791,190,29011,155
27.3,42142,3094,106884,1386
27.53,3004,224,14349,98
32.81,44255,8754,141677,4914
5.78,44477,7063,124964,6249
73.75,39805,4677,134660,1830
16.28,31056,2751,79150,2404
14.49,18864,996,45466,412
21.95,8308,1250,28008,1039
1.44,15883,3073,47217,2452
5.46,8615,568,20707,471
40.19,2170,354,18847,295
2.59,17414,1270,41386,547
27.73,45614,7700,137027,5907
8.45,13871,1464,36289,1038
14.79,31340,4914,90095,4065
10.22,45712,8636,136237,5131
13.19,17928,2564,51070,1405
38.09,45096,8482,144354,6240
10.58,25078,2137,62560,987
25.07,21036,4138,69038,3277
19.39,26182,4737,80318,2233
32.69,18005,1190,51305,387
82.86,3198,358,45897,225
39.57,27120,5127,92319,4109
7.26,19052,1175,44957,839
0.95,11085,1308,28756,1168
9.13,8383,1329,24789,510
27.12,46423,2554,112678,1294
1.58,37808,6159,106510,3251
20.58,4862,506,16921,169
27.25,34621,3026,91485,985
12.2,5154,702,15949,223
44.21,13376,1760,50249,959
3.38,5881,1064,17392,858
2.34,16571,2508,45861,1820
39.08,18125,2053,58729,1166
20.53,35830,5285,102734,2422
34.98,5513,895,25845,276
17.12,7520,1433,25746,580
8.49,41610,6476,116836,3447
51.29,43506,5724,134000,2989
48.2,39778,4214,117355,1919
35.59,26627,4891,88326,4393
9.53,43350,7320,124770,4160
26.76,12129,746,34911,343
13.43,41683,6457,118113,3514
2.88,36625,4791,97449,2240
74.78,37664,2468,120001,1261
4.41,36160,4872,97143,1829
90.01,3932,310,52115,93
17.72,2711,423,11266,251
6.14,8453,775,21542,459
23.42,43142,3130,107600,1233
61.89,27689,1724,88345,1378
39.53,41096,5080,120017,2108
49.28,25521,2040,78541,1554
32.26,11168,1990,41446,824
35.36,3446,173,18268,81
56.75,36922,6518,127811,3010
8.62,48860,6262,130294,2741
20.17,4300,809,17173,705
7.5,47359,3821,114850,1750
131.87,8627,563,95782,332
86.5,47113,6772,168313,5018
1.21,10635,1659,29631,815
36.68,18044,1910,56746,586
77.81,40390,2102,125606,1591
5.97,46041,5112,118372,2404
25.18,4264,362,16654,298
74.13,30122,3076,107533,1829
1.04,12538,1579,33023,1065
35.86,23204,3604,75166,3137
10.59,4952,963,16441,791
77.47,6813,487,50152,377
106.27,3283,498,63834,307
86.62,31454,2673,116578,1073
19.29,8132,675,23873,543
59.42,14375,2084,62074,742
55.84,18893,3143,74366,2616
11.53,37166,7309,112834,5553
52.97,19018,3144,73030,2458
1.13,5699,419,13553,220
27.21,32871,2754,86608,966
7.84,13540,2223,39292,1636
3.85,11389,1469,30501,1302
2.4,43908,4141,108707,3375
35.75,46132,5571,130806,4483
12.46,49278,9226,146885,6267
38.7,5261,859,26856,317
2.03,1064,125,2897,102
11.36,16042,3161,49804,1369
23.26,49323,8346,145985,3828
46.92,38469,1957,102794,1474
11.51,14284,954,35291,696
29.5,3047,405,16128,139
65.14,43375,4445,135262,2005
28.7,44957,7727,136237,6109
7.96,6338,1168,19638,1015
0.74,13256,1141,32248,524
61.23,2511,413,31042,312
0.64,15774,2055,41848,1239
62.31,8408,914,45979,482
22.58,43271,7270,128257,6098
83.94,3024,407,46535,255
48.1,35705,5187,114025,3708
185.47,676,40,127841,26
12.96,14741,2032,41973,1394
43.73,9063,861,36887,525
15.42,24391,3024,66930,1875
19.61,41259,3436,104040,2787
29.63,32828,4667,97053,2247
62.07,41239,2974,121797,2206
124.21,18889,1292,113455,595
43.87,39751,3110,109578,1064
16.23,27999,4833,83431,4069
16.41,15758,867,39175,473
40.13,39007,6219,121821,4414
8.18,14284,835,33913,630
3.51,31847,4419,86118,3438
13.14,13065,2169,39355,945
10.16,10593,896,27284,621
10.54,26278,2086,64697,1577
7.98,33987,3173,84966,1179
1.29,2314,358,6491,137
0.54,8100,714,19789,370
132.0,8165,1022,97267,491
16.75,42971,3015,104443,2346
14.55,1185,141,5850,96
34.15,49425,7102,144338,4252
7.39,46432,2821,107972,1026
89.85,3632,625,52972,229
46.3,17722,3378,68087,2061
2.81,4934,389,12048,322
16.22,20297,3326,60489,2544
63.39,12108,1174,55319,973
86.87,13062,1979,76499,1264
18.9,47329,4543,121481,1966
28.51,47456,8511,145079,2715
5.48,8112,827,21000,714
141.88,20266,3593,142999,2102
7.91,18728,3088,54007,2517
85.8,9949,790,63585,584
31.46,41472,3049,107013,2437
28.07,13867,2315,46746,987
21.57,15211,1651,43684,1168
7.87,40089,7713,119846,5658
5.83,40682,7788,121007,4918
7.47,44470,6849,124206,5486
6.19,45152,5647,119309,5042
45.37,48378,3833,131199,1174
12.93,33991,6198,101296,3551
1.79,45389,2827,105032,2126
104.31,21665,2286,108029,1681
64.57,35111,3436,113344,1995
78.83,2689,521,42977,419
158.4,42838,2900,199856,2044
5.73,47498,8716,139261,5482
15.14,44582,5281,118513,2448
42.59,9849,562,36407,292
35.72,22783,3630,74391,3243
5.01,4601,299,11258,252
50.76,23523,2012,75186,1443
7.63,19257,3272,55926,2667
7.6,19269,1410,46635,538
23.1,23424,2314,63968,1065
26.96,1806,188,11552,156
26.03,28319,3917,82863,2281
2.88,41434,6981,118017,4569
62.98,1712,144,29134,119
9.26,16938,1369,42130,742
4.16,37165,3095,90229,1823
65.88,30527,3273,104154,1202
93.47,15646,2038,86665,1823
59.44,48835,2540,133284,2245
49.75,9145,1527,43467,729
31.95,25399,4800,83826,3895
24.01,1491,263,10180,195
2.73,43447,2414,99189,936
15.75,41321,5317,112352,1671
13.99,40876,7034,119538,2169
9.02,32767,3329,83534,1129
38.56,16048,2961,58872,2002
20.55,25218,4615,78168,2747
2.54,38293,2728,90427,2449
7.46,14257,1768,38372,834
34.49,17121,921,48974,677
2.38,8456,780,20995,415
57.16,35673,6127,123586,2199
20.5,48315,9482,148682,7834
19.65,1323,247,8236,133
26.92,36210,2041,89610,1735
52.23,24726,4673,91692,4028
12.82,49740,8624,144895,6830
34.0,31017,5587,99880,1768
25.02,21626,4048,69750,3560
9.32,8956,1103,24849,413
63.27,38929,3179,118914,2730
47.9,13632,724,47459,480
32.23,20845,1115,56412,587
57.03,20436,2991,77361,2191
60.59,30896,3107,100907,1876
36.97,27267,3391,82727,2633
54.42,980,68,22374,41
35.87,16918,3321,61181,1731
34.2,38992,2709,101527,1399
28.92,24588,2869,71296,1470
41.92,38052,4433,111838,2587
5.18,18468,947,42260,346
63.83,29128,4374,105621,3048
61.64,13323,1741,59545,878
0.89,31495,3925,82657,2499
52.43,30361,5243,105918,3229
4.14,10084,868,24929,706
12.24,2898,519,10533,424
40.82,7703,1384,35365,1236
5.26,46151,8031,133059,3573
51.11,11804,1194,47845,382
53.54,46188,3435,129137,1906
21.25,34361,4167,94453,3491
0.19,15807,1406,38648,928
10.15,18109,1047,43069,548
28.79,18331,1684,52804,1285
119.19,3346,402,73768,292
29.97,29925,2002,78065,1457
9.03,16025,3071,48760,1869
30.15,1416,210,12161,129
23.29,18434,1298,48979,822
45.4,31172,5355,104415,3382
3.39,49475,9361,146067,3967
42.94,2126,190,19272,85
23.38,1647,117,9530,61
98.9,15389,1513,87519,1230
12.55,36646,6407,107550,3699
30.04,48986,3735,124879,3196
80.66,39379,6572,147838,5100
3.24,22269,3506,62360,2864
83.05,40625,6000,149090,2282
34.93,20207,2323,62351,904
2.11,34391,3611,86989,1595
10.74,27379,1719,65113,1199
36.95,18456,1912,57701,1119
2.09,45588,6394,123297,2569
26.18,30143,5568,94823,4161
12.73,46442,8125,135781,4960
29.1,30066,1648,76220,1217
1.4,12895,913,30438,772
61.56,17100,3031,73507,2572
108.91,20999,4008,118863,1926
104.1,21675,1265,102777,499
41.55,22258,3454,75176,1935
4.18,48730,5109,123432,1789
42.6,19105,1999,62105,652
0.75,45301,6632,123794,5881
0.67,18577,3186,53111,2813
11.73,19660,1793,50293,916
20.12,25808,4020,76228,3185
44.14,40352,5866,124698,2546
34.49,45276,5777,129566,3179
17.71,20054,2814,57905,2070
9.59,30735,1619,71050,1020
175.55,18630,942,158263,746
16.66,805,106,5541,94
18.01,46393,5966,126437,1822
5.36,36680,2226,85110,1902
47.51,27146,3360,87468,1841
35.49,44520,7284,136033,3968
7.48,20252,2656,54807,797
2.58,31955,4078,84507,3264
34.23,2419,381,16756,287
31.88,8263,626,28657,523
9.58,21705,2574,57761,1030
90.39,309,22,43699,9
4.91,4934,634,13582,305
16.99,31612,4387,88659,2711
86.27,12546,856,69434,434
16.33,4062,249,12667,119
30.53,13128,984,39609,403
15.2,22003,3035,62145,1200
9.62,11817,926,29754,540
124.01,37662,3438,161565,1951
15.8,30645,4761,88233,3671
67.36,49097,4283,147249,3401
7.84,35312,3871,91076,2788
7.19,43643,8262,129559,6599
0.95,41200,7158,118236,2614
31.64,35475,3133,95512,1800
13.79,20420,2851,57655,1345
59.93,19401,2907,76535,1311
19.23,18281,3382,57687,2460
103.44,9268,1224,77259,977
6.16,2673,358,7899,132
60.89,19073,3495,79378,1308
44.96,36151,2102,97887,1437
44.21,42859,6181,131321,2389
55.89,20901,2351,74447,1789
42.94,28744,5359,98352,4272
29.52,27623,5361,90071,3290
4.22,33581,2536,80275,2143
0.99,18907,1743,46578,544
76.09,1990,181,38072,78
28.76,20051,1305,54340,996
47.77,5475,670,30807,585
19.71,31405,3987,87118,3493
3.74,15679,2131,42375,639
4.01,9970,1489,27786,1011
34.71,18631,1107,53021,350
16.88,9209,1320,28485,950
6.71,26942,5040,79953,3834
20.29,10816,1278,32593,1041
1.99,18290,1207,42755,745
26.17,48685,3061,119367,2479
9.4,36919,3406,92308,2909
47.92,32533,5298,108141,3284
11.15,41619,3710,103648,2279
18.22,25304,4356,76276,2628
0.35,46508,8043,133241,4848
2.26,42971,5094,111581,3895
14.95,36630,3484,93570,1185
19.61,44611,6229,124710,3559
27.49,26484,4544,82894,2791
10.35,10187,608,25077,260
35.62,12222,2359,46869,1473
59.01,30998,4553,107425,2610
45.4,15941,1749,55923,1298
1.21,25682,3233,67595,1655
19.65,10142,1093,30103,950
3.33,26605,2976,68393,1631
8.31,23394,3259,64281,2211
129.52,6273,370,88093,160
4.61,18616,1420,44827,1012
20.73,7032,591,21737,359
28.88,18009,2001,53783,1011
36.37,30341,3205,87672,1630
24.61,16812,2661,53031,1397
0.29,2757,245,6746,137
11.86,29205,1710,69001,767
21.88,41647,2428,100550,1132
2.76,30482,1575,69068,1378
12.95,22456,1250,53492,600
1.01,19689,3520,57028,2380
2.46,39701,6137,110279,3112
15.17,24016,4788,74926,3765
4.27,40775,2162,92801,1551
25.15,34466,6112,105797,3037
35.08,3951,610,21342,445
48.37,27148,3965,90941,2989
6.7,7682,794,20201,304
5.5,43877,4673,111763,3022
3.31,40691,7195,117658,5645
30.35,4707,739,21470,244
36.77,5607,844,26584,510
0.96,6034,329,13760,264
82.57,42071,3266,137984,2846
1.6,22052,4286,65635,2972
23.38,4759,562,17980,279
37.04,4498,752,24026,498
61.43,6342,687,40193,217
37.56,28720,4728,92590,2711
48.54,26005,1765,77745,1299
12.44,10896,613,27050,197
50.59,47245,5665,140808,3749
2.51,39479,5477,106541,3576
67.56,47643,4695,146527,1942
23.8,39580,6229,116108,3996
51.0,37375,4648,116198,2536
18.06,14037,2656,45192,1559
30.95,31631,1984,81790,982
22.42,19669,1179,50541,926
39.46,12443,2311,48833,1200
2.55,46903,7052,129270,5461
1.87,11633,1752,32153,606
8.51,49447,2676,113516,1250
5.21,31232,5954,92829,3224
61.62,31456,5214,113167,2829
7.42,15538,2558,44877,1444
111.72,26466,4943,136692,3417
12.32,14068,1923,39914,1239
6.03,17590,1920,45520,1176
46.78,19273,2353,66306,1888
32.25,10476,1745,38834,728
20.69,25214,4168,75972,3401
24.31,21268,3008,63570,2366
38.1,818,67,13731,27
7.78,39944,6903,115488,4655
168.26,36863,5422,209964,2352
110.42,405,33,58989,28
31.52,21914,2675,66052,1593
6.68,41447,8272,125116,3492
34.2,41784,4147,114305,2826
2.25,30811,2079,72185,1505
0.93,14277,760,32399,503
8.94,46070,3579,111371,1592
18.63,24670,1925,62986,1426
60.81,35464,6337,126323,5435
38.97,47709,3502,125090,3051
40.73,18919,3394,67803,2401
16.63,31491,1984,76292,1595
12.74,15888,2955,48823,2621
13.91,48751,4312,121656,1405
131.82,9996,1416,102746,830
1.23,20659,1527,49021,725
60.53,23665,2567,83711,1501
25.93,21026,1321,55259,1123
17.32,13476,1845,39781,1642
38.76,21975,2238,67204,1886
20.01,47706,8483,142300,3548
62.01,12957,1001,55332,782
69.29,1383,127,32238,100
16.43,15020,1150,39120,744
9.72,347,46,2439,33
26.92,30946,2066,79205,1742
73.04,6742,528,47333,473
7.1,17465,2650,49125,858
29.26,37231,2277,93761,1034
29.95,46819,7560,139635,6507
39.63,18049,1184,54491,589
4.23,33603,4631,90796,1685
37.74,10951,2186,44426,1066
71.92,14506,1103,65021,674
5.94,15028,1339,37475,711
8.14,16932,3128,50664,2417
106.63,7634,1098,75808,731
5.99,1935,239,5797,134
57.8,4815,647,34838,581
20.33,33481,3158,87336,2626
8.52,22718,4050,66929,3310
61.38,976,157,26781,100
17.68,43635,6386,122917,4904
21.7,9425,1788,32843,896
13.35,29546,4039,81726,2011
26.96,33539,4252,95339,3551
5.36,1730,339,5774,223
14.88,33228,2688,82766,1360
104.61,14813,1056,88406,852
8.96,10684,794,26678,449
32.08,4001,793,21050,428
11.8,47658,7045,132567,2224
44.55,16550,1586,55895,1121
4.21,27710,2420,67951,1499
105.02,22161,1296,104612,631
18.14,15414,1075,40066,412
8.08,2190,407,7562,166
2.29,26952,4368,75917,1899
5.58,22554,4313,67332,3532
22.0,11807,1340,35475,788
12.33,31667,4439,87693,3184
52.96,33923,4157,107902,2397
16.91,32107,5850,96940,3417
8.58,39124,7774,118374,6167
28.8,14241,2704,49731,2062
36.8,12846,1794,45826,788
5.48,3447,204,8555,137
5.5,9461,1349,26312,955
1.12,46536,3004,108151,1630
40.0,4201,297,22536,101
32.7,40375,3177,105985,1661
19.31,48195,5037,125817,2593
55.77,41553,5766,132760,4119
49.15,36047,3605,107345,2832
26.41,32768,3861,91627,2075
60.81,44903,2563,126331,1761
6.91,29710,4247,81564,2912
3.56,17847,2651,49284,1826
9.43,15109,980,36566,619
1.76,23751,3984,67539,2699
22.73,44458,6540,127032,5366
82.75,1156,142,40660,121
1.2,33010,4387,88021,1557
3.91,11607,1456,30880,447
18.06,21315,1237,52650,756
81.49,27449,4399,113671,2409
11.4,30475,3863,82189,2204
21.23,10176,772,29103,443
1.27,45105,6860,124581,5742
4.82,35349,5452,98486,3718
129.44,10182,835,98174,472
100.67,40764,6908,166574,3957
0.15,19609,2323,50835,1873
90.98,7150,551,60444,237
30.58,38879,5779,115106,1784
60.73,48198,6724,153679,3946
18.19,11514,870,31258,762
21.75,37018,6694,112576,5279
20.13,15976,2846,50698,1551
32.98,7104,1246,29906,504
4.51,9298,1021,24180,655
0.91,27866,4840,79975,4006
11.04,34088,6024,100130,4399
36.59,37529,7486,123555,4672
6.76,37734,7306,112877,5413
33.57,1897,203,14535,178
105.11,38842,3096,147044,1955
2.96,13265,1245,33009,788
33.5,19355,2404,60423,1411
17.6,39873,6811,117491,4358
60.78,4712,746,36847,508
5.85,25380,4267,72802,1803
35.39,42733,4571,118847,2929
54.63,31628,2752,97202,847
86.8,44759,2399,141949,2069
34.49,10383,1494,38363,482
20.63,5053,855,19064,748
28.86,20798,3813,68412,3360
60.95,39919,4847,127867,2986
25.36,45413,8589,140157,4289
0.93,22116,1777,53161,730
80.19,13348,1697,71083,674
35.09,17376,1425,52269,630
33.86,31108,2432,84226,1424
7.29,32313,6236,96789,4650
32.27,17455,3013,59139,1624
15.02,16586,858,40372,659
31.6,15239,1375,46235,878
3.38,48376,3907,116597,1217
32.17,21629,1558,60173,590
223.25,36114,5583,266929,3591
1.48,20196,2726,54112,1081
113.4,30217,3568,138650,2372
15.67,46833,3672,115128,2082
61.38,3517,322,32688,229
45.75,6545,676,31942,321
25.11,5517,925,21950,733
40.23,15594,3093,59413,1649
63.24,46234,3587,135547,2790
15.53,13402,1356,36644,422
11.88,36527,3361,91906,1800
33.04,40374,2285,101669,987
49.48,32198,2668,95140,1510
43.1,28903,5354,98723,4647
47.96,29264,5163,100948,2041
17.16,38541,2895,95110,1021
51.09,35025,3674,106676,1231
3.84,49833,4814,124112,1800
23.59,33663,2429,85199,818
0.17,11489,1646,31211,1170
11.77,44427,5935,120548,2198
13.69,13590,1549,37458,648
15.13,6144,1095,20706,752
35.67,41869,5985,124314,3397
14.76,27609,2454,70322,816
17.86,27944,2963,74478,2614
8.14,21704,1574,52438,1038
14.02,27660,3836,77123,2563
7.73,672,92,2879,74
2.28,1306,235,3959,198
27.75,49151,8767,149445,2930
33.1,13196,2316,47492,789
28.99,29650,3923,86718,3004
18.68,35328,5221,100797,3746
14.33,20489,3407,60725,1465
59.71,37793,2409,110698,1187
21.96,19097,1815,52415,1209
19.57,34583,2606,86524,2015
0.78,47307,5994,124618,3967
12.52,21729,3816,64753,2958
14.35,34437,2913,86157,1273
15.27,17160,2739,50997,1365
26.04,46100,5111,124398,1844
22.88,42893,7954,131028,7086
28.09,14705,2117,47437,1662
43.43,35381,6951,119827,5070
50.3,41860,3635,119730,1515
37.99,9433,1779,39468,1279
93.38,49093,5083,168721,4155
0.55,29887,4282,81204,3366
6.54,14023,1068,34221,804
0.23,34899,5722,98413,3045
31.28,42170,8296,134566,6306
68.49,4429,744,40920,439
8.37,5422,771,15909,418
78.53,33923,3976,122523,3494
1.86,31176,3173,78344,1231
81.74,39975,4511,139456,3693
13.0,38538,3824,98539,1886
3.21,45249,7914,130355,4826
19.96,13933,2563,45139,1327
8.9,18234,3509,55341,2112
10.06,7675,865,21270,684
11.01,11463,1512,32313,619
48.74,22871,3122,78365,2350
23.24,28829,4256,84540,2415
11.19,35880,1807,82666,1555
28.27,19912,3512,64901,2206
37.78,44622,4025,120979,1307
9.55,22947,2772,61229,2345
16.01,5238,923,18293,788
3.9,25032,4994,75419,2037
6.0,21739,3678,62602,3249
34.29,49066,2636,121350,1495
6.01,37259,3923,94868,3329
22.34,45680,3977,116525,2061
37.04,46280,9007,148865,2824
3.39,40190,3602,98702,2798
25.13,42677,8172,132513,6794
8.89,26299,5013,78989,1993
98.85,38092,6700,158820,4237
19.82,26341,1704,65614,1361
49.2,8051,404,35374,233
23.97,13937,2356,45521,1821
1.33,44259,7811,127649,5333
30.08,12788,2485,46251,1820
90.73,9887,818,67072,696
27.61,34857,5576,104847,3067
51.31,25204,3222,84894,2457
64.68,2704,268,32756,194
7.77,31369,4421,85925,2490
7.15,163,21,1386,11
28.32,12252,1149,37785,952
15.88,19296,1741,50461,736
54.95,43881,5396,135109,2649
69.08,36895,4468,124840,3952
13.08,15059,1435,39658,669
8.11,32969,2952,81852,2430
45.5,31380,6060,108403,3168
9.64,28024,5026,82674,3170
51.88,44358,7652,145661,4124
16.54,27567,2264,69816,979
33.04,16156,1266,48136,904
3.01,3235,554,9501,487
29.33,17664,1372,50131,1146
18.03,38377,4817,104667,4292
26.5,27562,2293,73410,1638
5.52,2828,301,7809,96
40.05,7731,1376,35016,870
59.59,10984,2017,55052,1358
7.33,25074,5002,76149,1861
3.02,49656,9513,147139,7582
0.72,35741,5385,98437,3974
30.81,48359,5549,133015,3157
28.03,36136,2119,90285,1006
23.74,19178,2708,57677,1172
7.92,10374,846,26091,743
14.87,18951,3364,57590,2628
27.08,48626,6434,136466,4606
20.6,4059,649,16038,563
132.15,23324,3522,140218,1486
4.4,13994,1428,35589,1163
35.64,27065,4434,86937,2882
15.54,37716,6657,111780,5723
16.77,30658,4954,89519,3449
37.93,44045,7334,136441,5463
35.37,15790,1642,50308,711
142.18,33547,6426,183992,3257
4.12,17231,1958,44670,942
3.3,27529,5080,80757,3639
38.66,17805,3181,63532,1739
25.91,48810,3350,120964,2733
9.61,22346,4356,67962,1862
2.48,45210,9017,135700,7009
2.69,4889,688,13438,542
67.38,633,106,29452,71
6.39,28876,5487,85994,2134
11.72,48402,2565,111634,1272
7.71,18825,3567,56555,1921
13.15,6794,979,20868,567
2.16,5106,889,14815,659
21.96,27098,3552,77101,1786
2.1,37413,4848,99218,1507
48.34,42528,7851,141113,6435
7.99,30187,3807,80537,2129
23.3,37775,4562,103982,2142
63.63,24462,3454,91570,2733
31.57,4585,585,20964,483
22.84,1335,156,8907,115
11.76,43774,3374,106434,1729
12.15,42768,4687,111088,2055
33.21,48762,4501,129599,3275
154.18,32083,3531,177547,1181
32.53,24139,3354,74323,1793
24.48,30516,4312,88647,3256
39.35,1245,106,15363,69
18.78,23904,1498,59366,1108
1.86,47344,7653,133079,4926
24.79,1575,203,10335,90
94.84,10147,1180,72371,696
5.78,12256,851,29462,650
35.14,30521,3424,88575,1500
6.73,28055,4845,81207,4253
23.02,22163,3041,65055,1282
3.05,48544,3089,112799,953
17.96,21899,2186,58532,1676
42.34,21422,4219,77713,3615
12.81,34472,4539,93931,2033
32.8,15032,1397,46441,549
47.61,46461,8688,152786,3773
78.59,44339,4451,145769,3012
8.02,37915,6046,107196,3914
15.29,43064,3104,104637,2088
4.96,41043,3015,97713,918
146.72,24103,3234,153235,1274
78.52,22601,1943,89705,866
23.29,31192,1790,76954,1285
55.36,15083,2850,65011,1895
22.08,29868,1744,73643,1176
29.31,34704,5469,104687,3513
2.8,22388,2237,56195,1670
42.23,46860,8904,151960,7702
4.1,6576,1301,20071,916
52.47,48937,4909,141424,3666
45.7,32702,4534,103521,3014
37.01,42184,7000,130624,5450
1.1,10062,689,23627,596
10.83,28539,4464,81181,2959
9.16,3500,650,11636,265
13.4,24540,1884,60951,1435
2.75,46797,8227,134957,5680
82.92,24710,1663,95487,1430
24.21,29675,4013,85371,1859
10.94,19828,2000,51464,1764
